Symbol,RMSE,MSE,MAE,MAPE,R2,Accuracy,Precision,Recall,F1_Score
PKG,88.97949999688123,7917.351419694987,88.28006206744641,41.928581027740606,-19.75953560981036,52.39520958083832,67.59776536312849,54.5045045045045,60.349127182044896
PLD,1.8900346984647969,3.572231161400915,1.3888344975695508,1.220106513442405,0.9518214737194364,47.60479041916168,63.31360946745562,48.63636363636364,55.012853470437015
PM,2.521021371333367,6.35554875471957,1.839998825720884,1.311872929062295,0.9840013693940244,53.293413173652695,74.60317460317461,56.62650602409639,64.38356164383562
PNC,179.00919197288482,32044.290810785133,176.3833276817692,95.7412883178716,-131.00519253599666,51.19760479041916,67.90123456790124,49.7737556561086,57.44125326370757
PNR,3.258445475116287,10.617466914305805,2.954761668361839,3.112257517300457,0.8680904759799672,49.700598802395206,64.91228070175438,50.68493150684932,56.92307692307692
PNW,5.826611393749302,33.94940033376919,4.5082931606449295,4.991312625189607,-0.9020139410938826,51.19760479041916,69.23076923076923,54.07725321888413,60.722891566265055
PPG,2.36789936048477,5.606947381384182,1.3804646093665225,1.2388716136476878,0.9235719882856922,54.19161676646706,69.61325966850829,56.25,62.22222222222222
PPL,0.8125211870211301,0.6601906793582263,0.6338760485862626,1.9133411234916256,0.847584894856205,47.60479041916168,68.47826086956522,51.85185185185185,59.01639344262295
PRGO,1.4715437415479855,2.165440983289044,1.2858401220390754,4.845614391180299,-0.0117200038612796,64.67065868263472,64.67065868263472,100.0,78.54545454545455
PRU,2.926488429213742,8.564334526321915,2.370656920324511,2.0284280764587392,0.8739790837918513,51.19760479041916,69.23076923076923,51.31578947368421,58.94206549118388
PSA,126.376284759774,15970.965349683487,125.51960503136834,39.81684124667306,-29.423946524469635,51.19760479041916,70.28571428571428,52.56410256410257,60.14669926650367
PSX,5.503968084708931,30.29366467749449,4.740284395484791,3.847049589521785,0.7665193392013729,51.49700598802395,65.93406593406593,54.54545454545454,59.70149253731343
PVH,3.666182911318293,13.440897139242276,2.7010061907492515,3.299147865119001,0.9321156153240956,49.10179640718562,62.5,49.528301886792455,55.26315789473685
PWR,98.21892216033312,9646.956670337571,97.51197317234082,33.19590470241141,-7.768514728934162,50.898203592814376,67.77777777777779,53.50877192982456,59.80392156862745
PYPL,4.541455763842301,20.624820454936465,3.784220817405568,5.169616149969504,0.7919592823509365,51.796407185628745,66.17647058823529,59.471365638766514,62.64501160092807
QCOM,3.65564444618961,13.363736316956937,2.234197118573221,1.3784984299685936,0.9405098369465812,47.00598802395209,62.5,49.7737556561086,55.41561712846348
QRVO,11.343966829689911,128.68558343310502,9.097688861265112,12.665007717634142,0.6736448554891838,52.09580838323353,69.03225806451613,48.85844748858448,57.21925133689839
RCL,22.84248894585712,521.7793012416045,18.920662967130305,8.581260067421358,0.585822953216655,52.09580838323353,67.0,58.77192982456141,62.61682242990653
REG,4.403460793512344,19.390466960000364,4.232753455284818,5.9604493666344665,-1.0787235594236035,49.40119760479042,63.730569948186535,55.4054054054054,59.27710843373494
REGN,18.899785019882312,357.2018737977678,14.08341080977222,1.8149322596692887,0.991776814989393,50.29940119760479,65.98639455782312,45.539906103286384,53.888888888888886
RF,6.498778430180613,42.23412108458079,6.459794693200444,28.277559415576697,-9.940796762414829,49.10179640718562,66.08187134502924,50.22222222222222,57.07070707070707
RHI,4.561244241630572,20.80494903180805,4.31821697764446,6.974653711194281,0.7471341802805817,52.99401197604791,66.47398843930635,53.73831775700935,59.43152454780362
RJF,27.19373545602348,739.4992480521885,24.673033998215363,16.737022299577912,-1.1190298917285428,51.49700598802395,69.94219653179191,52.38095238095239,59.900990099009896
RL,129.02015798305104,16646.201165971444,126.89141586327708,58.79527066765038,-12.773840719524822,48.20359281437126,64.83516483516483,51.98237885462555,57.70171149144255
RMD,3.992455097978113,15.939697709371424,2.5012119729945885,1.0896145527170662,0.9323046058860104,48.80239520958084,66.66666666666666,50.65502183406113,57.5682382133995
ROK,6.2752228172925735,39.37842140666935,4.107021890537946,1.4870589253465656,0.8868574936909284,47.90419161676647,61.79775280898876,50.92592592592593,55.83756345177665
ROP,7.261318725462406,52.72674963275097,4.871614817475206,0.8815173684018303,0.8595024732230683,49.40119760479042,67.06586826347305,49.55752212389381,56.99745547073791
ROST,5.132484398491326,26.342396100756872,4.499752568148869,3.082305687013489,0.5732582965631536,49.10179640718562,63.2768361581921,51.61290322580645,56.8527918781726
RRC,0.9462256608113369,0.8953430011778508,0.7777305462467123,2.2171153978468654,0.9299388770042052,51.49700598802395,68.15642458100558,53.74449339207048,60.09852216748769
RSG,4.424623451049525,19.57729268357741,3.887072368757046,1.7622689906583708,0.9377771403528052,55.08982035928144,75.0,57.02479338842975,64.7887323943662
SBAC,8.312471641258506,69.09718478672687,5.926295359483401,2.734416000512645,0.6630388203141226,45.50898203592814,63.095238095238095,46.90265486725664,53.80710659898477
SBUX,10.30171192010887,106.1252684849132,9.499940684108594,9.870854655681532,0.0380874746387521,47.30538922155689,62.98701298701299,44.907407407407405,52.43243243243243
SCHW,1.5963847149103958,2.5484441579995454,1.2485790794340517,1.6430269068548953,0.9537051030161064,51.49700598802395,70.17543859649122,51.94805194805194,59.70149253731343
SEE,3.8030416664048894,14.46312591641168,3.5367862715461214,10.487544918514637,-0.557928354502504,53.59281437125748,67.3913043478261,56.62100456621004,61.53846153846154
SHW,5.569853212495365,31.023264808744937,4.279146921650657,1.2016557946547597,0.930834071327838,49.700598802395206,63.92405063291139,47.64150943396226,54.59459459459459
SIG,2.3624998003482265,5.58140530664541,1.6747613035529398,2.2368844743839995,0.9803680624463148,48.50299401197605,62.57668711656442,47.88732394366197,54.25531914893617
SJM,1.550796704760412,2.404970419495753,1.079214453433767,0.9589083754003086,0.9151202229572236,51.49700598802395,64.57142857142857,53.05164319248826,58.24742268041238
SLB,27.873116936236684,776.9106477411242,27.627317073163702,66.86706420958576,-49.200900459981725,61.07784431137725,64.26229508196721,90.32258064516128,75.09578544061303
SLG,1.5636454446582804,2.4449870766005914,1.1692361867321068,1.8110323225715068,0.9587445541537316,52.69461077844312,68.57142857142857,53.81165919282511,60.30150753768844
SNA,4.91838390966722,24.19050028287341,3.166269667214426,0.990688939340528,0.9756921260605964,48.50299401197605,63.24324324324324,52.94117647058824,57.635467980295566
SNPS,11.41087348648036,130.20803372446045,7.373654834561383,1.4647689749257553,0.94334331045236,51.49700598802395,68.04733727810651,51.569506726457405,58.67346938775511
SO,2.2786668176972977,5.192322466074731,2.106806234672893,2.403646561794189,0.6235390312154792,49.700598802395206,69.46107784431138,49.78540772532189,57.99999999999999
SPG,49.87540992784346,2487.5565154704263,49.65267492220296,29.653115843049964,-19.18323019363133,51.19760479041916,68.44919786096256,55.172413793103445,61.09785202863962
SPGI,93.83163184747949,8804.375135160926,93.33080271293863,18.569936506299868,-19.211800948029072,54.19161676646706,69.1919191919192,59.82532751091703,64.16861826697892
SRE,1.3995269723203492,1.958675746252164,0.7639997292917173,0.964542882469556,0.9573281164252214,51.19760479041916,68.85245901639344,54.310344827586206,60.722891566265055
STT,4.379094486744802,19.17646852383872,3.6801544548161806,3.9849628305595353,0.6648960509633297,55.98802395209581,72.87234042553192,58.798283261802574,65.08313539192399
